Title,Authors,Link,Bookshelf
The Gutenberg Webster's Unabridged Dictionary: Section T, U, V, and W,"Project Gutenberg, Webster, Noah, 1758-1843",http://www.gutenberg.org/ebooks/669,
The Gutenberg Webster's Unabridged Dictionary: Section X, Y, and Z,"Project Gutenberg, Webster, Noah, 1758-1843",http://www.gutenberg.org/ebooks/670,
Phil, the Fiddler,Alger, Horatio, Jr., 1832-1899,http://www.gutenberg.org/ebooks/671,Children's Fiction
The Secret Guide to Computers,Walter, Russ, 1947-,http://www.gutenberg.org/ebooks/672,
The Gutenberg Webster's Unabridged Dictionary,Project Gutenberg,http://www.gutenberg.org/ebooks/673,
Plutarch: Lives of the noble Grecians and Romans,"Plutarch, 46-120?, Clough, Arthur Hugh, 1819-1861 [Editor]",http://www.gutenberg.org/ebooks/674,Harvard Classics
American Notes,"Dickens, Charles, 1812-1870, Stone, Marcus, 1840-1921 [Illustrator]",http://www.gutenberg.org/ebooks/675,
The Battle of Life,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/676,Christmas
"The Heroes, Or, Greek Fairy Tales for My Children",Kingsley, Charles, 1819-1875,http://www.gutenberg.org/ebooks/677,Children's Myths, Fairy Tales, etc.
The Cricket on the Hearth: A Fairy Tale of Home,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/678,Children's Literature
Poems,Harper, Frances Ellen Watkins, 1825-1911,http://www.gutenberg.org/ebooks/679,
The Golden Threshold,"Naidu, Sarojini, 1879-1949, Symons, Arthur, 1865-1945 [Contributor]",http://www.gutenberg.org/ebooks/680,India
Creatures That Once Were Men,"Gorky, Maksim, 1868-1936, Chesterton, G. K. (Gilbert Keith), 1874-1936 [Commentator]",http://www.gutenberg.org/ebooks/681,
Catalan's Constant [Ramanujan's Formula],Fee, Greg,http://www.gutenberg.org/ebooks/682,Mathematics
The Compleat Angler,Walton, Izaak, 1593-1683,http://www.gutenberg.org/ebooks/683,
Worldwide Effects of Nuclear War: Some Perspectives,United States. Arms Control and Disarmament Agency,http://www.gutenberg.org/ebooks/684,
The Atomic Bombings of Hiroshima and Nagasaki,United States. Army. Corps of Engineers. Manhattan District,http://www.gutenberg.org/ebooks/685,
The Treaty of the European Union, Maastricht Treaty, 7th February, 1992,European Union,http://www.gutenberg.org/ebooks/686,
A Personal Record,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/687,
The Goodness of St. Rocque, and Other Stories,Dunbar-Nelson, Alice Moore, 1875-1935,http://www.gutenberg.org/ebooks/688,
The Kreutzer Sonata and Other Stories,"Tolstoy, Leo, graf, 1828-1910, Tucker, Benjamin Ricketson, 1854-1939 [Translator]",http://www.gutenberg.org/ebooks/689,"Anarchism, Harvard Classics, Banned Books from Anne Haight's list"
Proposed Roads to Freedom,Russell, Bertrand, 1872-1970,http://www.gutenberg.org/ebooks/690,Philosophy
The Complete Works of James Whitcomb Riley — Volume 1,Riley, James Whitcomb, 1849-1916,http://www.gutenberg.org/ebooks/691,
The Complete Works of James Whitcomb Riley — Volume 10,Riley, James Whitcomb, 1849-1916,http://www.gutenberg.org/ebooks/692,
The Autobiography of a Quack, and The Case of George Dedlow,Mitchell, S. Weir (Silas Weir), 1829-1914,http://www.gutenberg.org/ebooks/693,
Stories from Everybody's Magazine,Various,http://www.gutenberg.org/ebooks/694,
"Glaucus, Or, The Wonders of the Shore",Kingsley, Charles, 1819-1875,http://www.gutenberg.org/ebooks/695,
The Castle of Otranto,"Walpole, Horace, 1717-1797, Morley, Henry, 1822-1894 [Editor]",http://www.gutenberg.org/ebooks/696,Gothic Fiction
The Light Princess,MacDonald, George, 1824-1905,http://www.gutenberg.org/ebooks/697,Children's Literature
Memoir of Fleeming Jenkin,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/698,
A Child's History of England,"Dickens, Charles, 1812-1870, Townsend, F. H. (Frederick Henry), 1868-1920 [Illustrator]",http://www.gutenberg.org/ebooks/699,"Children's History, United Kingdom"
The Old Curiosity Shop,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/700,
The King of the Golden River,Ruskin, John, 1819-1900,http://www.gutenberg.org/ebooks/701,
Somebody's Little Girl,Young, Martha, 1868-,http://www.gutenberg.org/ebooks/702,
Lucasta,Lovelace, Richard, 1618-1658,http://www.gutenberg.org/ebooks/703,
The Mansion,Van Dyke, Henry, 1852-1933,http://www.gutenberg.org/ebooks/704,
The Roadmender,Fairless, Michael, 1869-1901,http://www.gutenberg.org/ebooks/705,
The Amateur Cracksman,Hornung, E. W. (Ernest William), 1866-1921,http://www.gutenberg.org/ebooks/706,Crime Fiction
Raffles: Further Adventures of the Amateur Cracksman,Hornung, E. W. (Ernest William), 1866-1921,http://www.gutenberg.org/ebooks/707,Crime Fiction
The Princess and the Goblin,MacDonald, George, 1824-1905,http://www.gutenberg.org/ebooks/708,Children's Literature
The Princess and Curdie,MacDonald, George, 1824-1905,http://www.gutenberg.org/ebooks/709,Children's Literature
Love of Life, and Other Stories,"London, Jack, 1876-1916, Bull, Charles Livingston, 1874-1932 [Illustrator]",http://www.gutenberg.org/ebooks/710,
Allan Quatermain,Haggard, H. Rider (Henry Rider), 1856-1925,http://www.gutenberg.org/ebooks/711,"Movie Books, Adventure"
Thomas Jefferson, a Character Sketch,Ellis, Edward Sylvester, 1840-1916,http://www.gutenberg.org/ebooks/712,
Memoirs of Extraordinary Popular Delusions — Volume 2,Mackay, Charles, 1814-1889,http://www.gutenberg.org/ebooks/713,Psychology
The Bobbsey Twins in the Country,Hope, Laura Lee,http://www.gutenberg.org/ebooks/714,Children's Book Series
The Moon Endureth: Tales and Fancies,Buchan, John, 1875-1940,http://www.gutenberg.org/ebooks/715,
The Cruise of the Jasper B.,Marquis, Don, 1878-1937,http://www.gutenberg.org/ebooks/716,
Chita: A Memory of Last Island,Hearn, Lafcadio, 1850-1904,http://www.gutenberg.org/ebooks/717,
Tono-Bungay,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/718,Best Books Ever Listings
The Plays of W. E. Henley and R. L. Stevenson,"Henley, William Ernest, 1849-1903, Stevenson, Robert Louis, 1850-1894",http://www.gutenberg.org/ebooks/719,
Almayer's Folly: A Story of an Eastern River,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/720,
The Birds' Christmas Carol,Wiggin, Kate Douglas Smith, 1856-1923,http://www.gutenberg.org/ebooks/721,Children's Literature
James Otis, the Pre-Revolutionist,"Adam, G. Mercer (Graeme Mercer), 1830-1912, Edmunds, Charles K. (Charles Keyser), 1876-, Ridpath, John Clark, 1840-1900",http://www.gutenberg.org/ebooks/722,
Henry James, Jr.,Howells, William Dean, 1837-1920,http://www.gutenberg.org/ebooks/723,
The Man of Letters as a Man of Business,Howells, William Dean, 1837-1920,http://www.gutenberg.org/ebooks/724,
Men of Invention and Industry,Smiles, Samuel, 1812-1904,http://www.gutenberg.org/ebooks/725,
A Psychological Counter-Current in Recent Fiction,Howells, William Dean, 1837-1920,http://www.gutenberg.org/ebooks/726,
The Star-Spangled Banner,Carpenter, John A.,http://www.gutenberg.org/ebooks/727,
Emile Zola,Howells, William Dean, 1837-1920,http://www.gutenberg.org/ebooks/728,
Hackers, Heroes of the Computer Revolution. Chapters 1 and 2,Levy, Steven, 1951-,http://www.gutenberg.org/ebooks/729,
Oliver Twist,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/730,
History of the Decline and Fall of the Roman Empire — Volume 1,"Gibbon, Edward, 1737-1794, Milman, Henry Hart, 1791-1868 [Commentator]",http://www.gutenberg.org/ebooks/731,
History of the Decline and Fall of the Roman Empire — Volume 2,"Gibbon, Edward, 1737-1794, Milman, Henry Hart, 1791-1868 [Commentator]",http://www.gutenberg.org/ebooks/732,
History of the Decline and Fall of the Roman Empire — Volume 3,"Gibbon, Edward, 1737-1794, Milman, Henry Hart, 1791-1868 [Commentator]",http://www.gutenberg.org/ebooks/733,
History of the Decline and Fall of the Roman Empire — Volume 4,"Gibbon, Edward, 1737-1794, Milman, Henry Hart, 1791-1868 [Commentator]",http://www.gutenberg.org/ebooks/734,
History of the Decline and Fall of the Roman Empire — Volume 5,"Gibbon, Edward, 1737-1794, Milman, Henry Hart, 1791-1868 [Commentator]",http://www.gutenberg.org/ebooks/735,
History of the Decline and Fall of the Roman Empire — Volume 6,"Gibbon, Edward, 1737-1794, Milman, Henry Hart, 1791-1868 [Commentator]",http://www.gutenberg.org/ebooks/736,
The Bobbsey Twins at School,Hope, Laura Lee,http://www.gutenberg.org/ebooks/737,Children's Book Series
The Puzzle of Dickens's Last Plot,Lang, Andrew, 1844-1912,http://www.gutenberg.org/ebooks/738,
Henry Clay's Remarks in House and Senate,Clay, Henry, 1777-1852,http://www.gutenberg.org/ebooks/739,
Remarks of Mr. Calhoun of South Carolina on the bill to prevent the interference of certain federal officers in elections: delivered in the Senate of the United States February 22, 1839,Calhoun, John C. (John Caldwell), 1782-1850,http://www.gutenberg.org/ebooks/740,
Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution,Benton, Thomas Hart, 1782-1858,http://www.gutenberg.org/ebooks/741,
Editorials from the Hearst Newspapers,Brisbane, Arthur, 1864-1936,http://www.gutenberg.org/ebooks/742,
Thoughts on Man, His Nature, Productions and Discoveries Interspersed with Some Particulars Respecting the Author,Godwin, William, 1756-1836,http://www.gutenberg.org/ebooks/743,
The Golden Mean,"Bonnell, Jerry T., Nemiroff, Robert J.",http://www.gutenberg.org/ebooks/744,Mathematics
One Divided by Pi (To 1 Million Digits),Kanada, Yasumasa, 1949-2020,http://www.gutenberg.org/ebooks/745,Mathematics
Burning Daylight,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/746,
Anomalies and Curiosities of Medicine,"Gould, George M. (George Milbrey), 1848-1922, Pyle, Walter L. (Walter Lytle), 1871-1921",http://www.gutenberg.org/ebooks/747,Medicine
The Brother of Daphne,Yates, Dornford, 1885-1960,http://www.gutenberg.org/ebooks/748,
Barlaam and Ioasaph,"John of Damascus, Saint, 676?-749, Mattingly, Harold, 1884-1964 [Translator], Woodward, George Ratcliffe, 1848-1934 [Translator]",http://www.gutenberg.org/ebooks/749,
The High History of the Holy Graal,Evans, Sebastian, 1830-1909 [Translator],http://www.gutenberg.org/ebooks/750,
The Autocrat of the Breakfast-Table,Holmes, Oliver Wendell, 1809-1894,http://www.gutenberg.org/ebooks/751,
A Young Girl's Diary,"Freud, Sigmund, 1856-1939 [Author of introduction, etc.], Paul, Cedar, 1880-1972 [Translator], Paul, Eden, 1865-1944 [Translator]",http://www.gutenberg.org/ebooks/752,
Arizona Nights,White, Stewart Edward, 1873-1946,http://www.gutenberg.org/ebooks/753,
The Story of Mankind,Van Loon, Hendrik Willem, 1882-1944,http://www.gutenberg.org/ebooks/754,"Children's History, Bestsellers, American, 1895-1923"
A Lady's Life in the Rocky Mountains,Bird, Isabella L. (Isabella Lucy), 1831-1904,http://www.gutenberg.org/ebooks/755,
Arizona Sketches,Munk, J. A. (Joseph Amasa), 1847-1927,http://www.gutenberg.org/ebooks/756,
"Fifty ""Bab"" Ballads: Much Sound and Little Sense",Gilbert, W. S. (William Schwenck), 1836-1911,http://www.gutenberg.org/ebooks/757,
LandSat Picture of Washington, DC,"Geological Survey (U.S.), United States. National Aeronautics and Space Administration",http://www.gutenberg.org/ebooks/758,
James Pethel,Beerbohm, Max, Sir, 1872-1956,http://www.gutenberg.org/ebooks/759,
Enoch Soames: A Memory of the Eighteen-Nineties,Beerbohm, Max, Sir, 1872-1956,http://www.gutenberg.org/ebooks/760,
A. V. Laider,Beerbohm, Max, Sir, 1872-1956,http://www.gutenberg.org/ebooks/761,
British Airships, Past, Present, and Future,Whale, George,http://www.gutenberg.org/ebooks/762,
"The Round-Up: A Romance of Arizona, Novelized from Edmund Day's Melodrama","Day, Edmund, 1866-1923, Miller, Marion Mills, 1864-1949, Murray, John",http://www.gutenberg.org/ebooks/763,
"Hans Brinker, Or, The Silver Skates",Dodge, Mary Mapes, 1830-1905,http://www.gutenberg.org/ebooks/764,
The Moon Pool,Merritt, Abraham, 1884-1943,http://www.gutenberg.org/ebooks/765,Science Fiction
David Copperfield,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/766,Harvard Classics
Agnes Grey,Brontë, Anne, 1820-1849,http://www.gutenberg.org/ebooks/767,
Wuthering Heights,Brontë, Emily, 1818-1848,http://www.gutenberg.org/ebooks/768,"Best Books Ever Listings, Gothic Fiction, Movie Books"
The Book of Tea,Okakura, Kakuzo, 1862-1913,http://www.gutenberg.org/ebooks/769,
The Story of the Treasure Seekers Being the Adventures of the Bastable Children in Search of a Fortune,Nesbit, E. (Edith), 1858-1924,http://www.gutenberg.org/ebooks/770,"Children's Fiction, Children's Literature"
Biographical Notes on the Pseudonymous Bells,Brontë, Charlotte, 1816-1855,http://www.gutenberg.org/ebooks/771,Biographies
Moral Emblems,Stevenson, Robert Louis, 1850-1894,http://www.gutenberg.org/ebooks/772,
"Lord Arthur Savile's Crime, The Portrait of Mr. W.H., and Other Stories",Wilde, Oscar, 1854-1900,http://www.gutenberg.org/ebooks/773,Contemporary Reviews
Essays and Lectures,Wilde, Oscar, 1854-1900,http://www.gutenberg.org/ebooks/774,
When the Sleeper Wakes,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/775,Science Fiction
Hermione and Her Little Group of Serious Thinkers,Marquis, Don, 1878-1937,http://www.gutenberg.org/ebooks/776,
The Mastery of the Air,Claxton, William J.,http://www.gutenberg.org/ebooks/777,
Five Children and It,Nesbit, E. (Edith), 1858-1924,http://www.gutenberg.org/ebooks/778,Children's Literature
The Tragical History of Doctor Faustus From the Quarto of 1604,"Marlowe, Christopher, 1564-1593, Dyce, Alexander, 1798-1869 [Editor]",http://www.gutenberg.org/ebooks/779,Harvard Classics
The War in the Air,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/780,
Sinking of the Titanic and Great Sea Disasters,Marshall, Logan, 1884- [Editor],http://www.gutenberg.org/ebooks/781,Children's History
The Travels of Sir John Mandeville,Mandeville, John, Sir,http://www.gutenberg.org/ebooks/782,
The Lost City,Badger, Jos. E. (Joseph Edward), 1848-1909,http://www.gutenberg.org/ebooks/783,
Boyhood in Norway: Stories of Boy-Life in the Land of the Midnight Sun,Boyesen, Hjalmar Hjorth, 1848-1895,http://www.gutenberg.org/ebooks/784,
On the Nature of Things,"Lucretius Carus, Titus, 94? BCE-49? BCE, Leonard, William Ellery, 1876-1944 [Translator]",http://www.gutenberg.org/ebooks/785,
Hard Times,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/786,
The Man Between: An International Romance,Barr, Amelia E., 1831-1919,http://www.gutenberg.org/ebooks/787,
The Red One,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/788,
The Gathering of Brother Hilarius,Fairless, Michael, 1869-1901,http://www.gutenberg.org/ebooks/789,
Lady Windermere's Fan,Wilde, Oscar, 1854-1900,http://www.gutenberg.org/ebooks/790,
The Princess,Tennyson, Alfred Tennyson, Baron, 1809-1892,http://www.gutenberg.org/ebooks/791,
"Wieland, Or, The Transformation: An American Tale",Brown, Charles Brockden, 1771-1810,http://www.gutenberg.org/ebooks/792,"Best Books Ever Listings, Gothic Fiction"
Aeroplanes and Dirigibles of War,Talbot, Frederick Arthur Ambrose, 1880-1924,http://www.gutenberg.org/ebooks/793,World War I
The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,Nesbit, E. (Edith), 1858-1924,http://www.gutenberg.org/ebooks/794,"Children's Fiction, Children's Literature"
Ballads and Lyrics of Old France, with Other Poems,Lang, Andrew, 1844-1912 [Translator],http://www.gutenberg.org/ebooks/795,
La Chartreuse De Parme,Stendhal, 1783-1842,http://www.gutenberg.org/ebooks/796,"Best Books Ever Listings, FR Littérature"
L'Abbesse De Castro,Stendhal, 1783-1842,http://www.gutenberg.org/ebooks/797,FR Nouvelles
Le rouge et le noir: chronique du XIXe siècle,Stendhal, 1783-1842,http://www.gutenberg.org/ebooks/798,"Best Books Ever Listings, FR Littérature, Banned Books from Anne Haight's list"
De la terre à la lune: trajet direct en 97 heures 20 minutes,Verne, Jules, 1828-1905,http://www.gutenberg.org/ebooks/799,"Science Fiction, FR Littérature, FR Science fiction"
Le tour du monde en quatre-vingts jours,Verne, Jules, 1828-1905,http://www.gutenberg.org/ebooks/800,FR Littérature
Les Cenci,Stendhal, 1783-1842,http://www.gutenberg.org/ebooks/801,FR Nouvelles
Vittoria Accoramboni,Stendhal, 1783-1842,http://www.gutenberg.org/ebooks/802,FR Nouvelles
La Duchesse De Palliano,Stendhal, 1783-1842,http://www.gutenberg.org/ebooks/803,FR Nouvelles
A Sentimental Journey Through France and Italy,Sterne, Laurence, 1713-1768,http://www.gutenberg.org/ebooks/804,"Best Books Ever Listings, Harvard Classics, Banned Books from Anne Haight's list"
This Side of Paradise,Fitzgerald, F. Scott (Francis Scott), 1896-1940,http://www.gutenberg.org/ebooks/805,
Philoktetes,"Sophocles, 495? BCE-406 BCE, McNamee, Gregory, 1957- [Translator]",http://www.gutenberg.org/ebooks/806,
Hunted Down: The Detective Stories of Charles Dickens,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/807,Detective Fiction
The Complete Plays of Gilbert and Sullivan,"Gilbert, W. S. (William Schwenck), 1836-1911, Sullivan, Arthur, 1842-1900",http://www.gutenberg.org/ebooks/808,"Opera, Banned Books from Anne Haight's list"
Holiday Romance,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/809,Children's Picture Books
George Silverman's Explanation,Dickens, Charles, 1812-1870,http://www.gutenberg.org/ebooks/810,
The Tragical History of Doctor Faustus From the Quarto of 1616,"Marlowe, Christopher, 1564-1593, Dyce, Alexander, 1798-1869 [Editor]",http://www.gutenberg.org/ebooks/811,Harvard Classics
Catalan's Constant to 1,500,000 Places,,http://www.gutenberg.org/ebooks/812,
Reminiscences of Tolstoy, by His Son,"Tolstoi, Ilia Lvovich, graf, 1866-1933, Calderon, George, 1868-1915 [Translator]",http://www.gutenberg.org/ebooks/813,Biographies
Hunting Sketches,Trollope, Anthony, 1815-1882,http://www.gutenberg.org/ebooks/814,
Democracy in America — Volume 1,"Tocqueville, Alexis de, 1805-1859, Reeve, Henry, 1813-1895 [Translator]",http://www.gutenberg.org/ebooks/815,
Democracy in America — Volume 2,"Tocqueville, Alexis de, 1805-1859, Reeve, Henry, 1813-1895 [Translator]",http://www.gutenberg.org/ebooks/816,
The Jargon File, Version 4.0.0, 24 Jul 1996,"Raymond, Eric S., 1957- [Editor], Steele, Guy L., 1954- [Editor]",http://www.gutenberg.org/ebooks/817,
The Aeroplane Speaks,Barber, H. (Horatio), 1875-1964,http://www.gutenberg.org/ebooks/818,
